,0,1
0,-2.2852726,-1.9612255
1,-51.136612,-16.979239
2,1.1650634,-35.925743
3,-52.413696,-5.121652
4,20.157143,10.715907
5,29.936281,30.522587
6,-1.4832188,-0.87436557
7,-29.498344,-11.131318
8,-22.172283,-33.67899
9,-22.282713,-34.047268
10,-39.695843,-38.804928
11,-21.603685,-33.899075
12,-43.823936,-30.5727
13,-40.815876,-19.467459
14,-20.18057,-33.12285
15,-45.895096,12.2086315
16,12.419137,6.0565577
17,16.383904,9.192038
18,-20.352472,-31.440586
19,-38.76995,-11.312449
20,20.440802,13.406597
21,-35.887966,-11.970002
22,-22.245792,-34.05115
23,-46.831306,-23.880756
24,-3.398731,-19.956606
25,-43.34218,14.377532
26,15.060713,30.74866
27,-20.790997,-33.17266
28,-20.301702,-30.436144
29,19.682774,9.87516
30,-20.73956,-32.321686
31,17.6251,43.604076
32,-36.815914,-9.736569
33,-35.360058,-18.326017
34,14.972461,29.959995
35,-2.311509,-0.4820997
36,-20.713974,-32.24716
37,-45.87742,-26.279081
38,-28.136257,-5.2960515
39,-41.331448,-10.788612
40,-44.74995,12.371298
41,-21.670187,-23.094265
42,47.836205,28.894865
43,-18.111639,13.249718
44,14.507117,30.108665
45,20.619585,10.345116
46,-40.06254,4.866532
47,-1.1041056,-31.447302
48,-18.96782,-33.619465
49,14.788218,30.152845
50,20.864784,8.957623
51,20.177372,14.211007
52,-51.082737,-22.031551
53,-21.687681,-4.8746967
54,-55.711643,-6.3217173
55,-1.0041767,-39.419186
56,-17.486656,-23.099365
57,-21.993355,-5.407194
58,-16.962578,12.309492
59,-20.348633,-31.441578
60,0.9066278,-36.722664
61,-1.433148,-32.834637
62,19.4829,9.431773
63,-14.090484,12.136839
64,18.669697,9.143931
65,-14.760395,11.302786
66,12.432008,4.663126
67,-0.3664143,-36.905945
68,-31.452497,-14.165263
69,-14.822778,11.868372
70,0.120368496,-34.14519
71,-22.156971,-33.676743
72,-2.8882103,-19.115566
73,-39.42868,4.089069
74,33.821712,36.31643
75,47.458572,29.187416
76,25.977112,-3.5183058
77,-27.058367,-14.130978
78,-25.504925,-10.713108
79,-17.608297,-13.2512
80,16.988,10.498063
81,-14.516971,10.013399
82,-18.412418,7.131072
83,-13.291895,2.109691
84,-20.038431,-7.3713956
85,10.498322,4.8259444
86,-2.1304934,-12.29948
87,-25.416128,-10.744464
88,-0.80530185,-11.725128
89,-13.291839,-4.6137056
90,-22.287937,-15.059717
91,-14.476234,1.6234769
92,-20.212284,-1.9032825
93,-15.042888,-11.5390415
94,-15.758141,-5.261404
95,-2.0881302,-11.3714695
96,-42.907875,10.426076
97,-15.142847,-5.0942273
98,-20.15563,-8.987721
99,-20.320436,-4.004654
100,10.922102,4.971295
101,-12.645441,-4.8675733
102,-22.399328,-14.546108
103,-27.331886,-8.478545
104,-14.651261,-5.214082
105,-12.308185,-4.691939
106,-19.126472,-7.6678267
107,-16.055204,-4.898272
108,-14.336926,-5.7436347
109,-11.125267,-22.965197
110,-14.166989,-0.15089263
111,-11.153616,-22.969767
112,-5.8178167,-12.20056
113,-33.621037,-3.4766748
114,-14.283558,-5.939246
115,-10.958895,-6.477133
116,-10.973702,-6.519242
117,-14.5156145,-8.63644
118,-10.489732,-8.831089
119,16.354544,30.9562
120,20.388577,11.675404
121,16.293533,29.862076
122,16.331396,29.845749
123,-33.92879,-21.937504
124,-30.110416,-19.123484
125,-34.16577,-22.126478
126,-33.893063,-21.896679
127,-29.855785,-3.3925245
128,-34.006737,-22.011261
129,-0.36052442,1.4481083
130,-27.64489,-21.626749
131,19.51743,12.080261
132,-50.46464,-20.995653
133,-27.633404,-21.630234
134,-30.121357,-19.009724
135,-29.909695,-3.3649926
136,-34.39969,-22.319592
137,-21.99333,-5.4111023
138,-0.08159393,1.6236782
139,-2.0152996,-4.1895556
140,-2.3545291,0.6169566
141,-2.1072226,0.6935052
142,-12.877445,-5.8966346
143,40.22844,29.858404
144,40.22827,29.857697
145,-12.745912,-9.214849
146,-12.25143,-9.337807
147,-12.026478,-9.603022
148,-12.066106,-9.5348835
149,-1.6738771,-2.7002368
150,-50.03911,-16.67199
151,-1.9457915,-0.90969855
152,-51.017323,-17.128984
153,-18.68994,-32.93484
154,-51.207855,-16.381512
155,-50.853474,-19.36274
156,-42.1409,-10.410563
157,1.2289506,-36.83667
158,-50.537262,-17.027937
159,-41.712326,-16.96433
160,-40.555477,-13.228093
161,-43.139664,-29.01031
162,-40.28435,-38.429256
163,-40.54421,-38.95853
164,-41.432323,-39.18245
165,-42.134052,-39.99882
166,-40.852684,-34.941433
167,-41.492043,-34.26622
168,-2.6588805,-1.241823
169,-42.912308,-13.104973
170,-43.300507,-12.190003
171,-37.95893,-18.118973
172,-44.066505,11.851409
173,-1.2333683,-3.1493065
174,-39.43685,-38.920612
175,-19.17994,-24.270542
176,-50.068752,-17.142422
177,-39.04347,-39.298958
178,-19.063248,-32.676388
179,-47.187614,-25.16669
180,-20.441006,-24.983427
181,-1.5766091,-2.6965961
182,-36.018734,-17.235262
183,-18.774683,-23.117886
184,-49.986065,-17.193447
185,-1.7222388,-0.85839707
186,-1.7093743,-2.9840858
187,-43.678413,-11.533939
188,-52.515205,-5.095243
189,-17.963242,-34.159054
190,-44.224667,13.938043
191,-45.613987,12.500124
192,-19.077105,-36.136993
193,-48.183525,-29.57858
194,-41.307247,-16.871922
195,-41.138027,-17.138885
196,-46.09249,-36.376625
197,-43.994854,-36.417027
198,-44.298824,-36.56229
199,-40.789467,-38.88206
200,-41.518288,-40.584858
201,-40.681152,-41.244358
202,-40.548878,-39.469364
203,-40.906654,-39.781784
204,-41.365704,-39.16496
205,-45.938133,-37.05362
206,-39.983482,-41.099407
207,-39.878654,-41.221912
208,-38.95774,-38.465954
209,-3.358249,-0.8574933
210,-43.72194,-9.899659
211,-42.69327,-9.582908
212,-43.68536,-11.987432
213,-44.181408,-10.5392885
214,-43.696095,-11.572633
215,-43.95176,-12.202919
216,-40.496964,-41.461845
217,-45.7821,15.156847
218,-32.817814,-9.922384
219,-46.322884,14.968321
220,-20.445139,-24.973503
221,-47.327843,-25.269817
222,-44.150364,15.074608
223,-20.473207,-35.762745
224,-29.971264,-11.279991
225,-18.260344,-34.34941
226,-17.611975,-34.619415
227,-1.35055,-1.0990539
228,-19.350388,-34.11722
229,-21.627241,-24.43468
230,-46.299038,12.963761
231,-48.65862,11.699305
232,-46.794594,-23.860455
233,-47.43433,-29.114996
234,-35.935287,-11.903595
235,-38.05347,-10.722542
236,-35.91196,-10.868225
237,-40.44906,-18.842115
238,-41.04901,-17.741879
239,-41.331184,-18.185553
240,-44.473694,-38.354248
241,-42.925686,-35.0658
242,-41.615078,-40.32584
243,-40.62234,-33.929325
244,-40.674915,-34.387627
245,-41.606712,-34.407913
246,-39.563656,-40.142715
247,-42.34288,-10.421885
248,-42.766083,-10.160674
249,-43.43756,-13.926675
250,-41.1622,-30.03485
251,-37.60704,-19.247812
252,-43.22673,14.633081
253,-43.738625,14.784091
254,-47.373707,-25.523731
255,-4.240695,-0.8797071
256,-19.388617,-25.40559
257,-21.209486,-23.154676
258,-19.280638,-32.693417
259,-17.092289,-22.488182
260,-48.41555,-29.981153
261,-2.1984797,-0.5750855
262,-50.886124,-21.407452
263,-35.26315,-12.566358
264,-47.555176,12.711479
265,-19.364876,-35.95216
266,-51.141766,-21.45314
267,-46.647366,-23.609436
268,-47.50549,12.779137
269,-19.450825,-25.962797
270,-38.790775,-0.69376737
271,-44.070892,-29.00964
272,-35.77124,-9.956092
273,-40.786327,-19.119482
274,-19.041311,13.211788
275,-43.690662,-35.866776
276,-44.54309,-36.059654
277,-41.096706,-39.989616
278,-41.717415,-39.80724
279,-43.19019,-13.508698
280,-43.778027,-13.693695
281,-37.24805,-19.02733
282,-34.77984,-18.39918
283,-18.260433,-25.129921
284,-39.652958,-38.36097
285,-48.69684,-17.793324
286,-20.84669,-36.34394
287,-3.158847,-19.767366
288,-19.191065,-26.0225
289,-20.481806,-24.965326
290,-45.409676,14.557588
291,-45.59563,15.1292515
292,-36.34514,-13.046345
293,-36.745632,-13.2161255
294,-36.958046,-13.3900585
295,-40.694515,-17.171734
296,-40.403927,-19.380085
297,-43.214043,-39.11808
298,-44.418495,-36.66362
299,-44.329388,-35.963745
300,-3.716094,-0.97401154
301,-42.882694,-14.002242
302,-19.171669,-33.822006
303,-45.89831,-26.269377
304,-20.845707,-35.950394
305,-3.1593199,-19.749031
306,-46.078236,-26.238605
307,-48.176792,-29.62531
308,-36.69818,-13.055414
309,-44.425243,-30.430168
310,-40.85279,-19.802658
311,-44.434036,-30.432444
312,-42.1045,-33.322025
313,-47.773106,11.228516
314,-49.878952,-17.314077
315,-28.204634,-5.1406627
316,-47.75339,11.205981
317,-20.473846,-26.494795
318,-49.46307,11.833233
319,-19.519308,-34.501736
320,-18.242506,-34.55324
321,-45.650986,10.680813
322,-45.09493,-19.692036
323,-40.064415,4.5594125
324,-37.48931,-13.422539
325,-38.74999,-10.955579
326,-37.161144,-9.681935
327,-19.024046,13.015455
328,-39.901756,-34.249916
329,-39.73601,-34.382923
330,-42.265194,-10.165514
331,-35.210583,-18.196308
332,-45.555145,10.270254
333,-49.384228,11.852386
334,-48.722393,-18.023134
335,-2.2152615,-20.486074
336,-44.99356,-19.77475
337,-47.320366,-30.04294
338,-48.927128,-29.159857
339,-37.66828,-10.230441
340,-41.997265,-35.359734
