,0,1
0,0.7414331,16.993288
1,42.42306,11.507718
2,53.550987,0.635408
3,-46.969852,-2.695823
4,4.7254834,17.764984
5,24.325193,-41.74579
6,-16.514236,-33.15493
7,10.5837965,4.862322
8,-45.38912,1.4062055
9,-27.149353,7.604728
10,-23.301147,-32.84751
11,41.32171,-4.358111
12,6.2099185,29.272581
13,5.4117055,47.656185
14,21.436697,-38.28662
15,16.346928,25.05187
16,-47.60555,3.5589168
17,-11.320085,-43.63218
18,-58.107227,8.298554
19,-16.882298,49.11131
20,22.544357,-48.8831
21,-43.90604,8.493293
22,-60.250256,5.181963
23,44.01005,-0.3258431
24,-53.454365,9.01517
25,4.875478,23.37933
26,50.83759,0.4198097
27,-19.172495,-35.511757
28,0.74610674,2.1839287
29,47.86621,-2.9585059
30,44.174488,-0.122438714
31,-8.4637785,42.364933
32,-54.326138,11.079521
33,-36.729282,6.3401814
34,14.735267,9.021518
35,-35.36261,-2.8927495
36,8.672596,44.630505
37,6.1340566,23.548843
38,-13.117893,-34.52463
39,-51.725746,-0.0061242655
40,13.124158,4.433117
41,-35.384758,-18.041836
42,-17.071417,-47.41111
43,2.8251965,21.401243
44,-19.952803,-26.891523
45,54.666855,-6.2188897
46,26.152596,41.400284
47,-60.251232,5.1819735
48,3.1513388,4.996656
49,15.636037,-49.5723
50,-31.210363,-18.36055
51,-11.378955,-45.166134
52,-15.518876,34.952324
53,-37.217354,12.563096
54,25.283897,-40.31667
55,-0.16091873,34.71383
56,49.262005,13.812221
57,-2.7837853,-1.7396016
58,18.97596,6.1482387
59,-35.94465,10.037313
60,-19.838753,30.852253
61,-13.53727,46.067253
62,-21.331032,-24.782444
63,17.720222,14.542739
64,26.722807,-3.022853
65,14.264978,-50.77553
66,-37.166668,17.609066
67,-22.87742,-49.03888
68,41.590168,10.15236
69,22.166817,-48.180843
70,-24.39046,-51.518074
71,24.735788,42.69555
72,7.3654766,7.220854
73,-17.24602,54.02411
74,-36.760353,6.3249855
75,-35.94464,10.0373
76,25.269192,12.629088
77,22.508718,5.3454113
78,-25.33202,7.6175785
79,36.654305,-9.788976
80,-1.8097352,-2.2872512
81,-38.187584,16.871136
82,19.116486,27.43916
83,-42.939854,2.5256796
84,22.23534,-43.879063
85,25.119452,14.591528
86,40.824165,-1.7567548
87,-1.4763525,5.0879498
88,-12.2516365,47.042316
89,-10.647241,-43.852604
90,-40.089535,-6.860531
91,-2.998811,-46.9083
92,0.5857201,19.324406
93,47.44362,-3.501235
94,-48.945,3.0219967
95,2.3749804,31.353079
96,14.921972,8.221207
97,-34.731365,5.463633
98,-2.327425,9.639859
99,-16.818481,35.628647
100,-18.488548,-46.28272
101,-13.720148,45.730225
102,-31.390255,-5.7705083
103,-24.889244,-34.654156
104,24.35069,-43.477028
105,23.897968,6.824106
106,6.8365135,32.656216
107,-30.00153,-5.4660063
108,5.906446,22.040249
109,-16.989561,50.313866
110,-5.4771905,-32.17338
111,36.97746,-8.023878
112,20.015501,-48.850506
113,-20.856155,-25.528227
114,24.495739,13.618929
115,23.34319,15.185528
116,-16.001186,-27.043606
117,-14.125311,-37.70565
118,29.6421,17.017847
119,25.476849,11.757439
120,-50.07262,-3.7285929
121,6.947812,32.61132
122,-36.837673,11.763531
123,22.030539,41.320137
124,51.158585,1.7725077
125,27.183691,11.065556
126,-33.656193,-21.142252
127,-17.065731,-48.274483
128,-17.111477,52.69273
129,-22.238287,-53.738407
130,43.7282,-0.3479256
131,-37.969425,5.8365245
132,-31.84061,-4.045621
133,2.9939384,30.85581
134,15.538128,-51.013447
135,40.47038,10.571347
136,-47.519318,12.766681
137,49.574455,11.29655
138,25.094933,20.357597
139,-17.241653,36.44785
140,-42.567455,1.5541016
141,23.850603,-42.94191
142,-51.20268,4.5343766
143,-44.283875,4.0507736
144,-37.890594,16.912731
145,22.021605,3.5823145
146,-11.828009,40.57488
147,27.951576,29.949335
148,3.7629876,23.559168
149,29.965923,11.319319
150,-33.64407,-21.10988
151,39.26867,5.6044397
152,34.523445,-37.85445
153,-37.47565,16.294989
154,31.305605,-36.9681
155,-48.32095,-0.83122694
156,20.100029,40.128407
157,27.932968,-3.1533825
158,-47.358383,-3.1066406
159,48.70647,14.006871
160,-35.796135,8.695838
161,15.861455,-51.075523
162,11.500877,41.364708
163,14.996137,38.032154
164,-5.449912,-32.169106
165,48.152924,13.302722
166,-35.828117,-18.13819
167,52.45036,9.076514
168,3.833805,4.1337833
169,47.993843,4.2078137
170,4.482213,25.387972
171,-46.864483,-2.0537825
172,-0.116381444,18.549248
173,49.574738,11.297173
174,1.3868328,8.026846
175,51.1612,8.604136
176,-16.81635,52.5267
177,-10.860438,-42.701313
178,-31.947613,-8.424812
179,-40.54861,10.748805
180,-6.094679,-32.070908
181,-0.5787977,17.869602
182,5.1099024,30.633436
183,-43.66562,3.7994294
184,-1.0526503,19.516258
