# PUBCHEM_COMPOUND_CID	ID	SMILES
1676	MUV_737_D_1	CCCn1c2nc[nH]c2c(=O)[nH]c1=O
1820	MUV_737_D_2	O=C(O)c1cc2cc(F)ccc2[nH]1
2000	MUV_737_D_3	CC(=O)NC(Cc1ccccc1)C(=O)O
2196	MUV_737_D_4	COc1ccc(C(=O)N2CCCC2=O)cc1
2378	MUV_737_D_5	c1cn(C(c2ccccc2)c2ccc(-c3ccccc3)cc2)cn1
3025	MUV_737_D_6	CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
3332	MUV_737_D_7	O=C(O)Cc1ccc(-c2ccccc2)cc1
3463	MUV_737_D_8	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
3747	MUV_737_D_9	CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O
3825	MUV_737_D_10	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
3828	MUV_737_D_11	COc1c2occc2c(OC)c2c(=O)cc(C)oc12
4044	MUV_737_D_12	Cc1cccc(Nc2ccccc2C(=O)O)c1C
4409	MUV_737_D_13	COc1ccc2cc(CCC(C)=O)ccc2c1
4472	MUV_737_D_14	O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
4632	MUV_737_D_15	COc1ccc(C(=O)c2ccccc2)c(O)c1
4764	MUV_737_D_16	O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
5147	MUV_737_D_17	NC(=O)c1ccccc1O
5265	MUV_737_D_18	O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
5503	MUV_737_D_19	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
5763	MUV_737_D_20	Cl.CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1
5775	MUV_737_D_21	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
6081	MUV_737_D_22	Cl.COc1ccc(OC)c(C(O)C(C)N)c1
6084	MUV_737_D_23	Cl.COc1ccc(Cc2nccc3cc(OC)c(OC)cc32)cc1OC
6872	MUV_737_D_24	O=C(Nc1ccccc1)c1ccccc1O
7172	MUV_737_D_25	CNCC(O)c1ccc(O)cc1
8228	MUV_737_D_26	Cl.CN(C)CCCN1c2ccccc2CCc2ccccc21
8739	MUV_737_D_27	NS(=O)(=O)c1ccc(C(=O)O)cc1
9568	MUV_737_D_28	Cl.Cc1ccccc1C(OCCN(C)C)c1ccccc1
10145	MUV_737_D_29	COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
11257	MUV_737_D_30	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
11352	MUV_737_D_31	Nc1cccc2nc3ccccc3cc12
11741	MUV_737_D_32	Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1
12884	MUV_737_D_33	O=C1c2ccccc2N(c2ccccc2)C1=O
12897	MUV_737_D_34	CCC1(c2ccccc2)C(=O)N(C)C(=O)N(C)C1=O
12914	MUV_737_D_35	CCOC(=O)c1ccc(NC(=O)c2ccccc2)cc1
13451	MUV_737_D_36	O=C(Nc1ccccc1)NC1CCCCC1
15163	MUV_737_D_37	CC(=O)c1c(C)c[nH]c1C
15882	MUV_737_D_38	COc1ccccc1OCC(=O)O
16484	MUV_737_D_39	COc1ccc(-c2ccc(OC)cc2)cc1
21600	MUV_737_D_40	CCC1(CC)NC(=O)NC1=O
23064	MUV_737_D_41	OC(CNC1CCCCC1)c1ccccc1
26660	MUV_737_D_42	CC(=O)NC(C)Cc1ccccc1
28912	MUV_737_D_43	O=C(c1cc2ccccc2oc1=O)N1CCCC1
30928	MUV_737_D_44	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
35306	MUV_737_D_45	CCOc1nc(NC(C)C)nc(NC(C)C)n1
37560	MUV_737_D_46	Nc1ccc(C(=O)Nc2nc3ccccc3s2)cc1
38280	MUV_737_D_47	CCCOC(=O)c1cc2ccccc2oc1=O
39450	MUV_737_D_48	CCN(CC)Cc1c[nH]c2ccccc12
40122	MUV_737_D_49	CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c21
40230	MUV_737_D_50	COCC(=O)c1[nH]c2ccccc2c1C
40596	MUV_737_D_51	Cc1c(Nc2ncnc3nc[nH]c32)c(=O)n(-c2ccccc2)n1C
50496	MUV_737_D_52	Nc1c(=O)oc2ccccc2c1N1CCN(c2ccccc2)CC1
54710	MUV_737_D_53	Cc1c(NC(=O)C(C)N2C(=O)c3ccccc3C2=O)c(=O)n(-c2ccccc2)n1C
54739	MUV_737_D_54	CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O
63120	MUV_737_D_55	Cc1cccnc1-n1c(C)nc2ccccc2c1=O
63399	MUV_737_D_56	O=c1nc(CN2CCN(c3ccccc3)CC2)[nH]c2ccccc21
63430	MUV_737_D_57	O=c1nc(-c2ccccc2)c2ccccc2[nH]1
66734	MUV_737_D_58	O=C(Oc1ccc2ccccc2c1)c1ccccc1
67173	MUV_737_D_59	Cl.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1
68297	MUV_737_D_60	Nc1ccccc1Nc1ccccc1
68497	MUV_737_D_61	Cc1ccc(NC(=O)c2ccccc2)cc1
69030	MUV_737_D_62	Cc1ccc(S(=O)(=O)c2ccc(C)cc2)cc1
69088	MUV_737_D_63	Cc1cc(=O)[nH]c2ccccc12
70161	MUV_737_D_64	COc1cc2ccccc2cc1C(=O)O
70557	MUV_737_D_65	CCCCn1cnc2c1c(=O)n(C)c(=O)n2C
70863	MUV_737_D_66	Cl.CCCOc1ccc(C(=O)CCN2CCCCC2)cc1
71478	MUV_737_D_67	Cl.CNCCCC12CCC(c3ccccc31)c1ccccc12
71827	MUV_737_D_68	Cc1cccc(Nc2ncccc2C(=O)O)c1C
72489	MUV_737_D_69	O=C(NNC(=O)c1ccncc1)c1ccncc1
72892	MUV_737_D_70	O=S(=O)(NCCNS(=O)(=O)c1ccccc1)c1ccccc1
73249	MUV_737_D_71	Cc1cc(C)nc(Nc2nc3ccccc3[nH]2)n1
75766	MUV_737_D_72	CCCCC(=O)c1ccc(O)cc1
76080	MUV_737_D_73	Nc1ccccc1C(=O)c1ccccc1
78644	MUV_737_D_74	O=C(Nc1ccccc1)Oc1ccccc1
79419	MUV_737_D_75	CC(=O)Nc1cc(-c2ccccc2)ccc1O
82078	MUV_737_D_76	CCOC(=O)CS(=O)(=O)c1ccccc1
85307	MUV_737_D_77	Cc1ccc(-c2nc3cc(C)ccc3o2)cc1
86654	MUV_737_D_78	Nc1ccc(Cl)cc1C(=NO)c1ccccc1
88779	MUV_737_D_79	c1ccc(SCCc2ccncc2)cc1
89082	MUV_737_D_80	COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
91378	MUV_737_D_81	Cl.CN(C)CC(C(=O)c1ccccc1)c1ccccc1
91430	MUV_737_D_82	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.CS(=O)(=O)O
91851	MUV_737_D_83	CCOC(=O)c1nc2nc(C)cc(=O)n2[nH]1
94381	MUV_737_D_84	CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1
94777	MUV_737_D_85	CCOc1ccc(NC(=O)c2ccccc2O)cc1
95022	MUV_737_D_86	O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O
95202	MUV_737_D_87	CCOC(=O)CN1C(=O)c2ccccc2C1=O
96737	MUV_737_D_88	Brc1cccc(-c2nnc(-c3ccccc3)o2)c1
98466	MUV_737_D_89	CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccccc1
99051	MUV_737_D_90	O=C(CC1(O)C(=O)Nc2ccccc21)c1ccccc1
99955	MUV_737_D_91	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccn1
100195	MUV_737_D_92	CCC1SC2=NCCN2C1(O)c1ccc(Cl)cc1
100335	MUV_737_D_93	CCN(CC)c1ccc2cc(-c3nc4ccccc4n3C)c(=O)oc2c1
100492	MUV_737_D_94	COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3
104871	MUV_737_D_95	[I-].C[N+]1(C)CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3
115936	MUV_737_D_96	CC(C)Oc1ccc(C(=O)CCN2CCCCC2)cc1
118752	MUV_737_D_97	COc1cc(C(=O)N2CCCc3ccccc32)cc(OC)c1OC
118982	MUV_737_D_98	O=C1CCCCCN1Sc1ccccc1
121269	MUV_737_D_99	Nc1nnc(-c2ccncc2)s1
126623	MUV_737_D_100	Cl.CN(C)CCCN1C(=O)CSC1c1ccccc1
130606	MUV_737_D_101	COc1cc2cccnc2c(NS(=O)(=O)c2ccc(C)cc2)c1
135348	MUV_737_D_102	O=C(O)C(O)C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
143191	MUV_737_D_103	CCN(CC)c1ccc2cc(C=O)c(=O)oc2c1
151352	MUV_737_D_104	Cc1cccc(Oc2ccc(N)cc2)c1
151814	MUV_737_D_105	O=C(CCC(=O)c1cccs1)c1cccs1
156525	MUV_737_D_106	c1ccc2[nH]c(CSc3nnc(-c4ccncc4)o3)nc2c1
165542	MUV_737_D_107	CS(=O)(=O)O.OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1
171296	MUV_737_D_108	Cl.COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
199391	MUV_737_D_109	Nc1ccc(N(c2ccccc2)c2ccc(N)cc2)cc1
199604	MUV_737_D_110	Cl.C#CCN(C)C(C)Cc1ccccc1
201597	MUV_737_D_111	Cl.CN(C)CCC(O)(c1ccccc1)c1ccccc1
203433	MUV_737_D_112	O=C(Nc1nc(-c2ccccc2)cs1)c1cccnc1
205491	MUV_737_D_113	Cl.CCOc1ccc(C(=O)CCN2CCCCCC2)cc1
206167	MUV_737_D_114	c1ccc(-c2nn3c(nnc3-c3ccccc3)s2)cc1
206388	MUV_737_D_115	CCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1
207081	MUV_737_D_116	Cl.O=C(OC1CN2CCC1CC2)C1c2ccccc2Oc2ccccc21
207841	MUV_737_D_117	Cl.OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
208532	MUV_737_D_118	CCOc1ccc(S(=O)(=O)NCCCN2CCOCC2)cc1
211017	MUV_737_D_119	COc1ccc(C(=O)c2c[nH]c3ccccc32)cc1
212873	MUV_737_D_120	CCN(CC)CCOC(=O)C12CC3CC(CC(C3)C1)C2
214169	MUV_737_D_121	Cl.CCN(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21
219760	MUV_737_D_122	CCCCNc1ncnc2c1cnn2-c1ccccc1
220717	MUV_737_D_123	CCNC1=C(Cl)C(=O)c2ccccc2C1=O
221221	MUV_737_D_124	Nc1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1
222006	MUV_737_D_125	CCOc1ccc(C(=O)NCC(C)C)cc1
225587	MUV_737_D_126	Cc1ccc(S(=O)(=O)NCCc2ccccc2)cc1
228532	MUV_737_D_127	CC(=O)Nc1ccc(C(=O)c2ccccc2)cc1
229357	MUV_737_D_128	O=C(O)c1ccc(S(=O)(=O)NC2CCCCC2)cc1
229821	MUV_737_D_129	Nn1c(-c2ccccc2)nnc1-c1ccccc1
231841	MUV_737_D_130	CCOC(=O)Nc1ccc(NC(=O)OCC)cc1
