# PUBCHEM_COMPOUND_CID	ID	SMILES
2000	MUV_858_D_1	CC(=O)NC(Cc1ccccc1)C(=O)O
2123	MUV_858_D_2	CN(C)c1nc(N(C)C)nc(N(C)C)n1
2153	MUV_858_D_3	Cn1c2nc[nH]c2c(=O)n(C)c1=O
2170	MUV_858_D_4	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
2196	MUV_858_D_5	COc1ccc(C(=O)N2CCCC2=O)cc1
2435	MUV_858_D_6	Brc1c(NC2=NCCN2)ccc2nccnc21
2818	MUV_858_D_7	CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1
2890	MUV_858_D_8	O=C(c1ccc2c(c1)OCCO2)N1CCCCC1
3169	MUV_858_D_9	OCC(O)CN1CCN(c2ccccc2)CC1
3308	MUV_858_D_10	CCc1cccc2c3c([nH]c21)C(CC)(CC(=O)O)OCC3
3334	MUV_858_D_11	COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
3463	MUV_858_D_12	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
3478	MUV_858_D_13	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
3715	MUV_858_D_14	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
3747	MUV_858_D_15	CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O
3828	MUV_858_D_16	COc1c2occc2c(OC)c2c(=O)cc(C)oc12
3878	MUV_858_D_17	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
4030	MUV_858_D_18	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
4044	MUV_858_D_19	Cc1cccc(Nc2ccccc2C(=O)O)c1C
4201	MUV_858_D_20	N=c1nc(N2CCCCC2)cc(N)n1O
4235	MUV_858_D_21	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
4495	MUV_858_D_22	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
4594	MUV_858_D_23	COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
4632	MUV_858_D_24	COc1ccc(C(=O)c2ccccc2)c(O)c1
4740	MUV_858_D_25	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
4911	MUV_858_D_26	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
4993	MUV_858_D_27	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
5320	MUV_858_D_28	CC(=O)NS(=O)(=O)c1ccc(N)cc1
5327	MUV_858_D_29	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
5344	MUV_858_D_30	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5429	MUV_858_D_31	Cn1cnc2c1c(=O)[nH]c(=O)n2C
5503	MUV_858_D_32	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
5578	MUV_858_D_33	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
5595	MUV_858_D_34	CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
5824	MUV_858_D_35	COS(=O)(=O)[O-].CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
5870	MUV_858_D_36	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
5911	MUV_858_D_37	[I-].C[N+]1(C)CCN(c2ccccc2)CC1
6872	MUV_858_D_38	O=C(Nc1ccccc1)c1ccccc1O
7064	MUV_858_D_39	Nc1nc(N)nc(-c2ccccc2)n1
7550	MUV_858_D_40	[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1
7619	MUV_858_D_41	c1ccc2sc(SN3CCOCC3)nc2c1
8246	MUV_858_D_42	[Br-].CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
9066	MUV_858_D_43	Cl.CN(C)CCN(Cc1ccccc1)c1ccccn1
9363	MUV_858_D_44	CCN(CC)C(=O)c1ccc(O)c(OC)c1
13067	MUV_858_D_45	CCOC(=O)Cc1c[nH]c2ccccc12
14562	MUV_858_D_46	Nc1cc(-c2ccccc2)ccc1O
15548	MUV_858_D_47	COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC
15629	MUV_858_D_48	CON(C)C(=O)Nc1ccc(Cl)cc1
16803	MUV_858_D_49	c1ccc2oc(-c3cccnc3)nc2c1
17709	MUV_858_D_50	O=CNc1ccccc1Oc1ccccc1
21184	MUV_858_D_51	O=C(O)CCCNC(=O)OCc1ccccc1
25096	MUV_858_D_52	O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc32)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
25711	MUV_858_D_53	CNC(=O)N(c1ccccc1)c1ccccc1
26731	MUV_858_D_54	O=C(c1ccccc1)c1ccncc1
28576	MUV_858_D_55	O=C1Cc2ccccc2C(c2ccccc2)N1
28912	MUV_858_D_56	O=C(c1cc2ccccc2oc1=O)N1CCCC1
30928	MUV_858_D_57	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
34611	MUV_858_D_58	CN(C)Cc1c2c(C(=O)c3ccccc3)coc2ccc1O
34617	MUV_858_D_59	COc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)cc1
36339	MUV_858_D_60	CCOC(=O)c1cncn1C(C)c1ccccc1
38115	MUV_858_D_61	[I-].C[n+]1ccc(-c2ccncc2)cc1
39042	MUV_858_D_62	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O
41368	MUV_858_D_63	CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
41567	MUV_858_D_64	Cc1cc(C)nc(SCC(=O)O)n1
42023	MUV_858_D_65	CCOC(=O)c1c(CN2CCOCC2)oc2ccc(OC)cc21
43247	MUV_858_D_66	COc1cc(C(=O)NCc2ccco2)cc(OC)c1OC
44008	MUV_858_D_67	CCOC(=O)c1c2c(sc1NC(=O)CN1CCOCC1)CCCC2
44939	MUV_858_D_68	CN(C)C(=O)Oc1ccc(OC(=O)N(C)C)cc1
51703	MUV_858_D_69	CCN1CC=C(c2c[nH]c3ccccc23)CC1
56209	MUV_858_D_70	CCN(CC)CC(O)Cn1c2ccccc2c2ccccc21
57469	MUV_858_D_71	CC(C)Cn1cnc2c1c1ccccc1nc2N
57491	MUV_858_D_72	O=C1Nc2ccc(Br)cc2C1(O)Cc1ccccn1
62547	MUV_858_D_73	Nc1ccc2c3c(cccc31)CC2
62935	MUV_858_D_74	Cl.O=c1n2ccccc2nn1CCCN1CCN(c2cccc(Cl)c2)CC1
63430	MUV_858_D_75	O=c1nc(-c2ccccc2)c2ccccc2[nH]1
63994	MUV_858_D_76	O=C1CCCN1CC(CN1CCOCC1)Sc1nc2ccccc2c(=O)n1-c1ccccc1
64196	MUV_858_D_77	O=C(NC12CC3CC(CC(C3)C1)C2)c1cccnc1
64964	MUV_858_D_78	C1CNCCNCCCNCCNC1
65768	MUV_858_D_79	O=C(NCCc1c[nH]c2ccccc12)c1cccnc1
66068	MUV_858_D_80	Cl.CCN(CC)CCNC(=O)c1ccc(N)cc1
66070	MUV_858_D_81	Cl.Cc1cccc(C)c1NC(=O)C1CCCCN1C
66644	MUV_858_D_82	O=C(NO)c1ccccc1O
67476	MUV_858_D_83	c1cc2cnc3ccccc3n2c1
68230	MUV_858_D_84	CC1(C)C=Cc2c(=O)[nH]c3ccccc3c2O1
68304	MUV_858_D_85	Cl.CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
68487	MUV_858_D_86	c1cncc(-c2cccnc2)c1
70556	MUV_858_D_87	O=C1NCN(c2ccccc2)C12CCNCC2
70818	MUV_858_D_88	Cc1ncc(CO)c2c1OC(C)(C)OC2
70849	MUV_858_D_89	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1
71100	MUV_858_D_90	Cc1ccccc1NC(=O)c1ccccc1
71612	MUV_858_D_91	Cl.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
71651	MUV_858_D_92	O=C(O)CCNC(=O)c1ccccc1
73324	MUV_858_D_93	Cc1cccc(C)c1N1C(=O)c2ccccc2C1=O
73957	MUV_858_D_94	Cl.CCCCOc1ccc(OCCCN2CCOCC2)cc1
74469	MUV_858_D_95	COc1ccc(OC)c(CC(=O)O)c1
74480	MUV_858_D_96	NC(=O)C1(N2CCCCC2)CCN(Cc2ccccc2)CC1
74592	MUV_858_D_97	CCN1c2cccc3cccc(c23)C1=O
75680	MUV_858_D_98	Cc1cc(=O)[nH]c2cc(Cl)ccc12
77918	MUV_858_D_99	c1cn(Cc2ccccc2)cn1
78144	MUV_858_D_100	O=c1c2ccccc2nc2n1CCCCC2
78379	MUV_858_D_101	O=C(O)CCCCCN1C(=O)CSC1=S
79419	MUV_858_D_102	CC(=O)Nc1cc(-c2ccccc2)ccc1O
79869	MUV_858_D_103	Nc1ccccc1-c1nc2ccccc2[nH]1
80818	MUV_858_D_104	CCCCn1c(O)cc(=O)c2ccccc21
81146	MUV_858_D_105	O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1
81472	MUV_858_D_106	CCOC(=O)c1cn[nH]c1N
81988	MUV_858_D_107	CC(=O)Nc1cccc(N(C)C)c1
82073	MUV_858_D_108	CCOC(=O)c1c(C)[nH]c2ccc(O)cc21
84193	MUV_858_D_109	c1coc(-c2nnc(-c3ccccc3)o2)c1
85307	MUV_858_D_110	Cc1ccc(-c2nc3cc(C)ccc3o2)cc1
87500	MUV_858_D_111	CCCCCCOC(=O)c1ccccc1N
88499	MUV_858_D_112	O=C1COc2cccnc2N1
91378	MUV_858_D_113	Cl.CN(C)CC(C(=O)c1ccccc1)c1ccccc1
91430	MUV_858_D_114	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1.CS(=O)(=O)O
93911	MUV_858_D_115	OC1(c2ccc(Br)cc2)CCNCC1
95651	MUV_858_D_116	COc1ccccc1C(=O)C(O)c1ccccc1OC
96737	MUV_858_D_117	Brc1cccc(-c2nnc(-c3ccccc3)o2)c1
98825	MUV_858_D_118	CN(C)C=C1C(=O)c2ccccc2C1=O
100641	MUV_858_D_119	Nc1ccc2c(c1)oc(=O)cc2C(F)(F)F
100750	MUV_858_D_120	CC1(C)CC2(CC(C)(C)NC(=O)N2)NC(=O)N1
101459	MUV_858_D_121	CCSc1nnc(N)s1
101991	MUV_858_D_122	CCCC1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OCC
108661	MUV_858_D_123	Nc1ccc(N2CCOCC2)c(Cl)c1
114250	MUV_858_D_124	CCOc1ccc(C(=O)CCN2CCCCC2)cc1
115931	MUV_858_D_125	Cl.CC(C)COc1ccc(C(=O)CCN2CCCCC2)cc1
117176	MUV_858_D_126	CCC(C(=O)OCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O
118853	MUV_858_D_127	O=C(Nc1ccc(Cl)cc1)N1CCCC1
120035	MUV_858_D_128	c1ccc(-c2n[nH]c3c2CCC3)cc1
120432	MUV_858_D_129	C=CCN1C(=O)NC2(CCCCC2)C1=O
128847	MUV_858_D_130	COc1ccc(C(=O)NCC(=O)O)cc1
130606	MUV_858_D_131	COc1cc2cccnc2c(NS(=O)(=O)c2ccc(C)cc2)c1
135005	MUV_858_D_132	c1ccc(-c2nc3ccccc3o2)nc1
135348	MUV_858_D_133	O=C(O)C(O)C(O)C(=O)O.O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
143337	MUV_858_D_134	CC1CC(C)(C)NCCNC(C)CC(C)(C)NCCN1
150653	MUV_858_D_135	CCOc1ccc(CN2CCC(=O)NC2=O)cc1
156524	MUV_858_D_136	c1ccc(-c2nnc(SCc3nc4ccccc4[nH]3)o2)cc1
156525	MUV_858_D_137	c1ccc2[nH]c(CSc3nnc(-c4ccncc4)o3)nc2c1
162461	MUV_858_D_138	COc1ccc(Nc2ccccc2)c(C)c1
163751	MUV_858_D_139	Cl.O=S(=O)(c1cccc2cnccc21)N1CCCNCC1
169117	MUV_858_D_140	[Na+].COc1ccc2cc(C(C)C(=O)[O-])ccc2c1
174572	MUV_858_D_141	Cc1cc(C)cc(Oc2ccc(N)cc2)c1
199008	MUV_858_D_142	Cl.COc1cc(C(=O)OC2CCN(C)CC2)cc(OC)c1OC
