# PUBCHEM_COMPOUND_CID	ID	SMILES
366	MUV_713_D_1	CC(=O)Oc1ccc2c(C)cc(=O)oc2c1
1676	MUV_713_D_2	CCCn1c2nc[nH]c2c(=O)[nH]c1=O
1922	MUV_713_D_3	Cn1c2nc(-c3ccccc3)[nH]c2c(=O)n(C)c1=O
1967	MUV_713_D_4	CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
2153	MUV_713_D_5	Cn1c2nc[nH]c2c(=O)n(C)c1=O
2196	MUV_713_D_6	COc1ccc(C(=O)N2CCCC2=O)cc1
2284	MUV_713_D_7	NCC(CC(=O)O)c1ccc(Cl)cc1
2343	MUV_713_D_8	NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O
2435	MUV_713_D_9	Brc1c(NC2=NCCN2)ccc2nccnc21
2890	MUV_713_D_10	O=C(c1ccc2c(c1)OCCO2)N1CCCCC1
3168	MUV_713_D_11	O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
3279	MUV_713_D_12	CCC(CO)NCCNC(CC)CO
3366	MUV_713_D_13	Nc1[nH]c(=O)ncc1F
3463	MUV_713_D_14	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
3478	MUV_713_D_15	Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1
3488	MUV_713_D_16	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
3747	MUV_713_D_17	CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O
3825	MUV_713_D_18	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
3883	MUV_713_D_19	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
4030	MUV_713_D_20	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
4044	MUV_713_D_21	Cc1cccc(Nc2ccccc2C(=O)O)c1C
4488	MUV_713_D_22	O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
4495	MUV_713_D_23	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
4632	MUV_713_D_24	COc1ccc(C(=O)c2ccccc2)c(O)c1
4977	MUV_713_D_25	CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C
5319	MUV_713_D_26	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
5320	MUV_713_D_27	CC(=O)NS(=O)(=O)c1ccc(N)cc1
5344	MUV_713_D_28	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5429	MUV_713_D_29	Cn1cnc2c1c(=O)[nH]c(=O)n2C
5503	MUV_713_D_30	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
5546	MUV_713_D_31	Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
6256	MUV_713_D_32	O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F
6821	MUV_713_D_33	Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1
8593	MUV_713_D_34	O=C(O)c1cc(-c2ccccc2)nc2ccccc21
8660	MUV_713_D_35	O=C(O)CSc1ccccc1C(=O)O
10607	MUV_713_D_36	COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C32)OCO4)cc(OC)c1OC
10737	MUV_713_D_37	CN(C)c1ccc(C(=O)c2ccccc2)cc1
