# PUBCHEM_COMPOUND_CID	ID	SMILES
1400	MUV_689_D_1	Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
4463	MUV_689_D_2	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
4928	MUV_689_D_3	COc1nc(NC(C)C)nc(NC(C)C)n1
5707	MUV_689_D_4	Cc1cccc(C)c1NC1=NCCCS1
5775	MUV_689_D_5	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
7031	MUV_689_D_6	CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
7135	MUV_689_D_7	COc1ccccc1NC(C)=O
8570	MUV_689_D_8	COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1
11352	MUV_689_D_9	Nc1cccc2nc3ccccc3cc12
12888	MUV_689_D_10	c1ccc(-c2nnc(-c3ccccc3)o2)cc1
13451	MUV_689_D_11	O=C(Nc1ccccc1)NC1CCCCC1
13728	MUV_689_D_12	CN(C)C(=O)C(c1ccccc1)c1ccccc1
15631	MUV_689_D_13	O=C(Nc1ccccc1F)c1ccccc1
15882	MUV_689_D_14	COc1ccccc1OCC(=O)O
16179	MUV_689_D_15	c1ccc(Cc2nc3ccccc3o2)cc1
16803	MUV_689_D_16	c1ccc2oc(-c3cccnc3)nc2c1
17471	MUV_689_D_17	CC(=O)c1ccc(Oc2ccc(C(C)=O)cc2)cc1
20926	MUV_689_D_18	CCOC(=O)c1cc2cc(OC)ccc2[nH]1
23388	MUV_689_D_19	O=C(NN=Cc1ccco1)c1ccncc1
25711	MUV_689_D_20	CNC(=O)N(c1ccccc1)c1ccccc1
32366	MUV_689_D_21	CC(C)(C)c1nc2ccccc2[nH]1
32475	MUV_689_D_22	O=C1C2=C(SCCS2)C(=O)N1c1ccccc1
34617	MUV_689_D_23	COc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)cc1
34863	MUV_689_D_24	CN(C)CC(=O)c1c[nH]c2ccccc12
36339	MUV_689_D_25	CCOC(=O)c1cncn1C(C)c1ccccc1
38115	MUV_689_D_26	[I-].C[n+]1ccc(-c2ccncc2)cc1
39450	MUV_689_D_27	CCN(CC)Cc1c[nH]c2ccccc12
40122	MUV_689_D_28	CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c21
40132	MUV_689_D_29	CC(CC1(O)c2ccccc2N(C)C1=O)=NO
40230	MUV_689_D_30	COCC(=O)c1[nH]c2ccccc2c1C
41912	MUV_689_D_31	Cc1ccc(C23CC4CC(CC(C(=O)O)(C4)C2)C3)cc1
44008	MUV_689_D_32	CCOC(=O)c1c2c(sc1NC(=O)CN1CCOCC1)CCCC2
51703	MUV_689_D_33	CCN1CC=C(c2c[nH]c3ccccc23)CC1
53000	MUV_689_D_34	Cl.O=C(O)c1ccc(OCCn2ccnc2)cc1
54713	MUV_689_D_35	Cc1c(NC(=O)C(Cc2ccccc2)N2C(=O)c3ccccc3C2=O)c(=O)n(-c2ccccc2)n1C
63430	MUV_689_D_36	O=c1nc(-c2ccccc2)c2ccccc2[nH]1
64049	MUV_689_D_37	Cc1nc2ccccc2c(=O)n1-c1ccccn1
66346	MUV_689_D_38	COc1cc(C(=O)O)ccc1OC(C)=O
66759	MUV_689_D_39	Cc1ccccc1NCCNc1ccccc1C
68230	MUV_689_D_40	CC1(C)C=Cc2c(=O)[nH]c3ccccc3c2O1
70388	MUV_689_D_41	O=C(O)CCCCCNC(=O)c1ccccc1
70556	MUV_689_D_42	O=C1NCN(c2ccccc2)C12CCNCC2
70766	MUV_689_D_43	Nc1cccc2cnccc12
70848	MUV_689_D_44	c1ccc(-c2cccc(-c3ccccn3)n2)nc1
70982	MUV_689_D_45	CC(C)(C)c1ccc(O)c(N)c1
73222	MUV_689_D_46	Nc1nc(-c2ccccc2)c(-c2ccccc2)s1
73324	MUV_689_D_47	Cc1cccc(C)c1N1C(=O)c2ccccc2C1=O
74117	MUV_689_D_48	O=[N+]([O-])c1ccc(NN=C2CCCCC2)c([N+](=O)[O-])c1
74495	MUV_689_D_49	O=[N+]([O-])c1ccc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)cc1
75181	MUV_689_D_50	O=c1[nH]n(Cc2ccccc2)c2ccccc12
77390	MUV_689_D_51	COc1ccc2nc(N=Nc3ccc(N(C)C)cc3)sc2c1
77832	MUV_689_D_52	CC1(C)CC(=NO)CC(C)(C)N1
78379	MUV_689_D_53	O=C(O)CCCCCN1C(=O)CSC1=S
79195	MUV_689_D_54	COC(=O)c1cccc(OC)c1[N+](=O)[O-]
82073	MUV_689_D_55	CCOC(=O)c1c(C)[nH]c2ccc(O)cc21
82513	MUV_689_D_56	N#Cc1ccc(NC(=O)c2ccccc2)cc1
