# PUBCHEM_COMPOUND_CID	ID	SMILES
366	MUV_846_D_1	CC(=O)Oc1ccc2c(C)cc(=O)oc2c1
1922	MUV_846_D_2	Cn1c2nc(-c3ccccc3)[nH]c2c(=O)n(C)c1=O
2015	MUV_846_D_3	O=c1c2ccccc2[nH]c2ccccc21
2022	MUV_846_D_4	Nc1nc(=O)c2ncn(COCCO)c2[nH]1
2170	MUV_846_D_5	Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2
2480	MUV_846_D_6	CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
2733	MUV_846_D_7	O=c1[nH]c2cc(Cl)ccc2o1
3242	MUV_846_D_8	COc1cc(C)nn1-c1nc(C)cc(OC)n1
3332	MUV_846_D_9	O=C(O)Cc1ccc(-c2ccccc2)cc1
3335	MUV_846_D_10	O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1
3339	MUV_846_D_11	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
3371	MUV_846_D_12	O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
3454	MUV_846_D_13	Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
3516	MUV_846_D_14	COc1ccccc1OCC(O)CO
3676	MUV_846_D_15	CCN(CC)CC(=O)Nc1c(C)cccc1C
3715	MUV_846_D_16	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
3747	MUV_846_D_17	CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O
3825	MUV_846_D_18	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
3828	MUV_846_D_19	COc1c2occc2c(OC)c2c(=O)cc(C)oc12
3830	MUV_846_D_20	c1coc(CNc2ncnc3nc[nH]c32)c1
3969	MUV_846_D_21	CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O
4197	MUV_846_D_22	Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
4463	MUV_846_D_23	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
4495	MUV_846_D_24	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
4879	MUV_846_D_25	Nc1ncnc2c1cnn2-c1ccccc1
4891	MUV_846_D_26	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
4911	MUV_846_D_27	CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
5320	MUV_846_D_28	CC(=O)NS(=O)(=O)c1ccc(N)cc1
6023	MUV_846_D_29	[Na+].CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1
6081	MUV_846_D_30	Cl.COc1ccc(OC)c(C(O)C(C)N)c1
6292	MUV_846_D_31	Cc1ccccc1-n1c(C)nc2ccccc2c1=O
6674	MUV_846_D_32	CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C
6760	MUV_846_D_33	COc1ccc2c(nc3occc3c2OC)c1OC
6772	MUV_846_D_34	CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
