# PUBCHEM_COMPOUND_CID	ID	SMILES
2247	MUV_852_D_1	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
2754	MUV_852_D_2	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
3463	MUV_852_D_3	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
3825	MUV_852_D_4	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
3969	MUV_852_D_5	CCCc1c(OCCCCc2nn[nH]n2)ccc(C(C)=O)c1O
4748	MUV_852_D_6	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
5344	MUV_852_D_7	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5383	MUV_852_D_8	CNC(=O)N(C)c1nnc(C(C)(C)C)s1
6014	MUV_852_D_9	Cl.CC(CN1c2ccccc2Sc2ccccc21)N(C)C
6051	MUV_852_D_10	Nc1ccc(N=Nc2ccccc2)cc1
6231	MUV_852_D_11	C#CC1(O)CCC2C3CCC4=C(CCC(=O)C4)C3CCC21C
7031	MUV_852_D_12	CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
7108	MUV_852_D_13	c1ccc2c(c1)Nc1ccccc1S2
7619	MUV_852_D_14	c1ccc2sc(SN3CCOCC3)nc2c1
9279	MUV_852_D_15	[Br-].CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C
10309	MUV_852_D_16	C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1
10788	MUV_852_D_17	CN1CSC(=S)N(C)C1
11371	MUV_852_D_18	O=C(O)c1ccccc1Nc1ccccc1C(=O)O
12856	MUV_852_D_19	c1ccc(-c2nc3ccccc3s2)nc1
15139	MUV_852_D_20	COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
15548	MUV_852_D_21	COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC
15685	MUV_852_D_22	CCOc1ccc(NC(C)=O)cc1[N+](=O)[O-]
16088	MUV_852_D_23	Clc1nc(Nc2ccccc2)nc(Nc2ccccc2)n1
16803	MUV_852_D_24	c1ccc2oc(-c3cccnc3)nc2c1
17113	MUV_852_D_25	Cc1ccc(O)c(-n2nc3ccccc3n2)c1
17471	MUV_852_D_26	CC(=O)c1ccc(Oc2ccc(C(C)=O)cc2)cc1
17561	MUV_852_D_27	O=C1CC(=O)N(c2ccccc2)N1c1ccccc1
17683	MUV_852_D_28	Cl.CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
17848	MUV_852_D_29	Cc1cccc(C(=O)c2cccc(C)c2)c1
19004	MUV_852_D_30	[Br-].C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
20262	MUV_852_D_31	Nc1ncnc2c1ncn2Cc1ccccc1
20992	MUV_852_D_32	O=C1C=CC(=O)N1CCCCCCN1C(=O)C=CC1=O
21924	MUV_852_D_33	Cc1c(NC(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C
23191	MUV_852_D_34	COc1ccc(Nc2nc(Cl)nc(Nc3ccc(OC)cc3)n2)cc1
24239	MUV_852_D_35	O=[N+]([O-])c1ccc2cn[nH]c2c1
27022	MUV_852_D_36	COc1ccc(C(=O)NNc2ccccc2)cc1
27529	MUV_852_D_37	CC1CCCC(=NNC(=O)c2ccncc2)C1
28446	MUV_852_D_38	CNc1c2c(nn1C)CCCC2
28912	MUV_852_D_39	O=C(c1cc2ccccc2oc1=O)N1CCCC1
30897	MUV_852_D_40	Cc1ccccc1-c1nnc(-c2ccccc2C)o1
32030	MUV_852_D_41	Cc1cc(C)n(-c2nc3ccccc3s2)n1
36302	MUV_852_D_42	Cl.O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2
36339	MUV_852_D_43	CCOC(=O)c1cncn1C(C)c1ccccc1
36431	MUV_852_D_44	Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
38045	MUV_852_D_45	O=c1oc2ccccc2c(N2CCCCC2)c1[N+](=O)[O-]
38661	MUV_852_D_46	Cc1ccccc1NC(=O)Cc1ccccc1
39686	MUV_852_D_47	CCN(CC)c1c2ccccc2oc(=O)c1[N+](=O)[O-]
39771	MUV_852_D_48	NC(=O)C1c2ccccc2CSc2ccccc21
39794	MUV_852_D_49	CCCN(CCC)c1ccc(CC(=O)NC(C)Cc2ccccc2)cc1
40230	MUV_852_D_50	COCC(=O)c1[nH]c2ccccc2c1C
40302	MUV_852_D_51	Nc1nc(-c2ccccc2)cs1
42025	MUV_852_D_52	O=c1oc2ccccc2c(N2CCCC2)c1[N+](=O)[O-]
46372	MUV_852_D_53	Cc1cc2sc(N)nc2c(C)c1
50496	MUV_852_D_54	Nc1c(=O)oc2ccccc2c1N1CCN(c2ccccc2)CC1
55683	MUV_852_D_55	O=C(O)CSc1ccc(Oc2ccc(SCC(=O)O)cc2)cc1
62920	MUV_852_D_56	Cl.COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1
63364	MUV_852_D_57	Cc1nc2ccccc2c(=O)n1-c1ccccc1[N+](=O)[O-]
65681	MUV_852_D_58	CC(C)Cn1cnc2c1c(=O)n(C)c(=O)n2C
66346	MUV_852_D_59	COc1cc(C(=O)O)ccc1OC(C)=O
67059	MUV_852_D_60	CC1=NN(c2cccc([N+](=O)[O-])c2)C(=O)C1
68700	MUV_852_D_61	CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1
70349	MUV_852_D_62	CC1=NN(Cc2ccccc2)C(=O)C1
70821	MUV_852_D_63	c1ccc(-c2nc3ccccc3[nH]2)nc1
70848	MUV_852_D_64	c1ccc(-c2cccc(-c3ccccn3)n2)nc1
72344	MUV_852_D_65	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC
72825	MUV_852_D_66	Nc1cc(=O)nc(N2CCN(c3ccccc3)CC2)[nH]1
73015	MUV_852_D_67	CCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1
73249	MUV_852_D_68	Cc1cc(C)nc(Nc2nc3ccccc3[nH]2)n1
75629	MUV_852_D_69	Cc1cc(=O)n2[nH]cnc2n1
79878	MUV_852_D_70	CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1
80103	MUV_852_D_71	COc1ccc2c(c1O)C(=O)c1ccccc1C2=O
81146	MUV_852_D_72	O=C(O)c1cc2cc(OCc3ccccc3)ccc2[nH]1
83213	MUV_852_D_73	Cc1ncc([N+](=O)[O-])n1CCOC(=O)c1ccccc1
83609	MUV_852_D_74	Cc1cc(=O)cc(C)[nH]1
