# PUBCHEM_COMPOUND_CID	ID	SMILES
1329	MUV_644_D_1	CCCn1c2nc(C3CCCC3)[nH]c2c(=O)n(CCC)c1=O
1676	MUV_644_D_2	CCCn1c2nc[nH]c2c(=O)[nH]c1=O
2022	MUV_644_D_3	Nc1nc(=O)c2ncn(COCCO)c2[nH]1
2082	MUV_644_D_4	CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
2153	MUV_644_D_5	Cn1c2nc[nH]c2c(=O)n(C)c1=O
2378	MUV_644_D_6	c1cn(C(c2ccccc2)c2ccc(-c3ccccc3)cc2)cn1
2554	MUV_644_D_7	NC(=O)N1c2ccccc2C=Cc2ccccc21
2576	MUV_644_D_8	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
3019	MUV_644_D_9	CC1=NS(=O)(=O)c2cc(Cl)ccc2N1
3169	MUV_644_D_10	OCC(O)CN1CCN(c2ccccc2)CC1
3339	MUV_644_D_11	CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
3371	MUV_644_D_12	O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1
3446	MUV_644_D_13	NCC1(CC(=O)O)CCCCC1
3559	MUV_644_D_14	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
3676	MUV_644_D_15	CCN(CC)CC(=O)Nc1c(C)cccc1C
3715	MUV_644_D_16	COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
3767	MUV_644_D_17	NNC(=O)c1ccncc1
3786	MUV_644_D_18	O=C(Cc1ccsc1-c1ccccc1)NO
3899	MUV_644_D_19	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
3957	MUV_644_D_20	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
4235	MUV_644_D_21	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
4342	MUV_644_D_22	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
4472	MUV_644_D_23	O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
4488	MUV_644_D_24	O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
4495	MUV_644_D_25	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
4534	MUV_644_D_26	CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
4649	MUV_644_D_27	Nc1ccc(C(=O)O)c(O)c1
4831	MUV_644_D_28	CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21
4847	MUV_644_D_29	Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
4891	MUV_644_D_30	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
4909	MUV_644_D_31	CCC1(c2ccccc2)C(=O)NCNC1=O
5092	MUV_644_D_32	COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
5155	MUV_644_D_33	Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
5319	MUV_644_D_34	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
5323	MUV_644_D_35	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
5327	MUV_644_D_36	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
5329	MUV_644_D_37	Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
5330	MUV_644_D_38	COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
5344	MUV_644_D_39	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5383	MUV_644_D_40	CNC(=O)N(C)c1nnc(C(C)(C)C)s1
5401	MUV_644_D_41	COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC
5430	MUV_644_D_42	c1nc(-c2nc3ccccc3[nH]2)cs1
5479	MUV_644_D_43	CCS(=O)(=O)CCn1c(C)ncc1[N+](=O)[O-]
5503	MUV_644_D_44	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
5578	MUV_644_D_45	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
5775	MUV_644_D_46	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
5887	MUV_644_D_47	Cl.CN(C)CCCN1c2ccccc2Sc2ccccc21
6081	MUV_644_D_48	Cl.COc1ccc(OC)c(C(O)C(C)N)c1
6088	MUV_644_D_49	CNCCc1c[nH]c2ccccc12
6314	MUV_644_D_50	Cl.CCN(CC)CC(=O)Nc1c(C)cccc1C
6872	MUV_644_D_51	O=C(Nc1ccccc1)c1ccccc1O
8307	MUV_644_D_52	[Cl-].CC[N+](C)(C)c1cccc(O)c1
8570	MUV_644_D_53	COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1
8588	MUV_644_D_54	CCn1c2ccccc2c2cc(N)ccc21
9013	MUV_644_D_55	CCOc1ccc(NC(N)=O)cc1
10648	MUV_644_D_56	Cl.c1ccc2c(c1)CCCC2C1=NCCN1
11224	MUV_644_D_57	CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
11257	MUV_644_D_58	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
11373	MUV_644_D_59	Nc1ccc2ncccc2c1
12492	MUV_644_D_60	CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
13770	MUV_644_D_61	Cl.CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
15139	MUV_644_D_62	COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1
15548	MUV_644_D_63	COc1ccc(CC2c3cc(OC)c(OC)cc3CCN2C)cc1OC
17709	MUV_644_D_64	O=CNc1ccccc1Oc1ccccc1
18283	MUV_644_D_65	Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
20118	MUV_644_D_66	OC(CNCCc1ccccc1)c1ccccc1
20415	MUV_644_D_67	Cc1ccc(Nc2ncccc2C(=O)O)cc1C
21307	MUV_644_D_68	CC1=C(C(=O)Nc2ccccc2)SCCO1
21600	MUV_644_D_69	CCC1(CC)NC(=O)NC1=O
22162	MUV_644_D_70	Cl.CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1
22780	MUV_644_D_71	Cn1c(NCCO)nc2c1c(=O)n(C)c(=O)n2C
22860	MUV_644_D_72	Nc1ccc(OCc2ccccc2)cc1
25711	MUV_644_D_73	CNC(=O)N(c1ccccc1)c1ccccc1
28576	MUV_644_D_74	O=C1Cc2ccccc2C(c2ccccc2)N1
28912	MUV_644_D_75	O=C(c1cc2ccccc2oc1=O)N1CCCC1
31130	MUV_644_D_76	CCN(CC)c1nc(=O)nc(N(CC)CC)[nH]1
31898	MUV_644_D_77	CN(C)S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1
33925	MUV_644_D_78	CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O
34611	MUV_644_D_79	CN(C)Cc1c2c(C(=O)c3ccccc3)coc2ccc1O
35697	MUV_644_D_80	Cn1c(N2CCOCC2)nc2c1c(=O)n(C)c(=O)n2C
39147	MUV_644_D_81	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
39450	MUV_644_D_82	CCN(CC)Cc1c[nH]c2ccccc12
40132	MUV_644_D_83	CC(CC1(O)c2ccccc2N(C)C1=O)=NO
40146	MUV_644_D_84	Cc1cc(C)cc(C(=O)NCc2ccncc2)c1
41368	MUV_644_D_85	CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
42999	MUV_644_D_86	Nc1c(=O)oc2ccccc2c1NCc1ccccc1
44008	MUV_644_D_87	CCOC(=O)c1c2c(sc1NC(=O)CN1CCOCC1)CCCC2
44827	MUV_644_D_88	COc1ccc2[nH]cc(C(=O)CN3CCCCC3)c2c1
44939	MUV_644_D_89	CN(C)C(=O)Oc1ccc(OC(=O)N(C)C)cc1
49857	MUV_644_D_90	CC(=O)NCc1cccc(CNC(C)=O)n1
49968	MUV_644_D_91	CC(C)Nc1nc(NC(C)C)nc(N(C)C#N)n1
50494	MUV_644_D_92	Nc1c(=O)oc2ccccc2c1NC1CCCCC1
51703	MUV_644_D_93	CCN1CC=C(c2c[nH]c3ccccc23)CC1
54710	MUV_644_D_94	Cc1c(NC(=O)C(C)N2C(=O)c3ccccc3C2=O)c(=O)n(-c2ccccc2)n1C
56375	MUV_644_D_95	CCN(CC)CC(=O)c1c[nH]c2ccccc12
58953	MUV_644_D_96	c1[nH]c2ccccc2c1CN1CCCCCCC1
62547	MUV_644_D_97	Nc1ccc2c3c(cccc31)CC2
62935	MUV_644_D_98	Cl.O=c1n2ccccc2nn1CCCN1CCN(c2cccc(Cl)c2)CC1
63367	MUV_644_D_99	Cc1nc2ccccc2c(=O)n1-c1ccc(F)cc1
64137	MUV_644_D_100	Cn1c(NCc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C
64196	MUV_644_D_101	O=C(NC12CC3CC(CC(C3)C1)C2)c1cccnc1
64952	MUV_644_D_102	CC(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
65327	MUV_644_D_103	Cl.CNCCCN1c2ccccc2CCc2ccccc21
65335	MUV_644_D_104	Cl.Clc1ccccc1CN1CCc2sccc2C1
65549	MUV_644_D_105	CCNC(=O)c1nc[nH]c1C(=O)NCC
65768	MUV_644_D_106	O=C(NCCc1c[nH]c2ccccc12)c1cccnc1
66061	MUV_644_D_107	Cl.CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
66068	MUV_644_D_108	Cl.CCN(CC)CCNC(=O)c1ccc(N)cc1
66070	MUV_644_D_109	Cl.Cc1cccc(C)c1NC(=O)C1CCCCN1C
66916	MUV_644_D_110	c1ccc(NCCCNc2ccccc2)cc1
67582	MUV_644_D_111	O=c1cc[nH]c2cc(C(F)(F)F)ccc12
