# PUBCHEM_COMPOUND_CID	ID	SMILES
1329	MUV_832_D_1	CCCn1c2nc(C3CCCC3)[nH]c2c(=O)n(CCC)c1=O
1967	MUV_832_D_2	CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
1981	MUV_832_D_3	COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
2000	MUV_832_D_4	CC(=O)NC(Cc1ccccc1)C(=O)O
2082	MUV_832_D_5	CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
2196	MUV_832_D_6	COc1ccc(C(=O)N2CCCC2=O)cc1
2247	MUV_832_D_7	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
2576	MUV_832_D_8	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
2754	MUV_832_D_9	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
2890	MUV_832_D_10	O=C(c1ccc2c(c1)OCCO2)N1CCCCC1
3012	MUV_832_D_11	Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1
3182	MUV_832_D_12	Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O
3194	MUV_832_D_13	O=c1c2ccccc2[se]n1-c1ccccc1
3332	MUV_832_D_14	O=C(O)Cc1ccc(-c2ccccc2)cc1
3488	MUV_832_D_15	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
3672	MUV_832_D_16	CC(C)Cc1ccc(C(C)C(=O)O)cc1
3702	MUV_832_D_17	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
3767	MUV_832_D_18	NNC(=O)c1ccncc1
3957	MUV_832_D_19	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
4030	MUV_832_D_20	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
4201	MUV_832_D_21	N=c1nc(N2CCCCC2)cc(N)n1O
4235	MUV_832_D_22	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
4463	MUV_832_D_23	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
4472	MUV_832_D_24	O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1
4495	MUV_832_D_25	CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1
4507	MUV_832_D_26	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
4622	MUV_832_D_27	CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1
4632	MUV_832_D_28	COc1ccc(C(=O)c2ccccc2)c(O)c1
4649	MUV_832_D_29	Nc1ccc(C(=O)O)c(O)c1
4879	MUV_832_D_30	Nc1ncnc2c1cnn2-c1ccccc1
4891	MUV_832_D_31	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
4993	MUV_832_D_32	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
5319	MUV_832_D_33	Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
5328	MUV_832_D_34	Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
5332	MUV_832_D_35	COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1
5336	MUV_832_D_36	Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1
5505	MUV_832_D_37	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
5595	MUV_832_D_38	CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2
6821	MUV_832_D_39	Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1
6872	MUV_832_D_40	O=C(Nc1ccccc1)c1ccccc1O
7419	MUV_832_D_41	Nc1cccc(C(=O)O)c1
8980	MUV_832_D_42	Cl.CN(C)CCOC(c1ccccc1)c1ccccc1
10145	MUV_832_D_43	COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3
10309	MUV_832_D_44	C(=NC(N=Cc1ccco1)c1ccco1)c1ccco1
11224	MUV_832_D_45	CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
11257	MUV_832_D_46	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
11378	MUV_832_D_47	O=c1ccc2ccc[nH]c-2c1
12492	MUV_832_D_48	CC1CCCC(C)N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
12856	MUV_832_D_49	c1ccc(-c2nc3ccccc3s2)nc1
15680	MUV_832_D_50	Cc1ccc(S(=O)c2ccc(C)cc2)cc1
16175	MUV_832_D_51	COC(=O)c1ccccc1-n1c(C)nc2ccccc2c1=O
