# PUBCHEM_COMPOUND_CID	ID	SMILES
1676	MUV_692_D_1	CCCn1c2nc[nH]c2c(=O)[nH]c1=O
1820	MUV_692_D_2	O=C(O)c1cc2cc(F)ccc2[nH]1
1893	MUV_692_D_3	O=[N+]([O-])c1cccc2cn[nH]c21
2196	MUV_692_D_4	COc1ccc(C(=O)N2CCCC2=O)cc1
2391	MUV_692_D_5	CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
2435	MUV_692_D_6	Brc1c(NC2=NCCN2)ccc2nccnc21
2466	MUV_692_D_7	CCCCOc1ccc(CC(=O)NO)cc1
2554	MUV_692_D_8	NC(=O)N1c2ccccc2C=Cc2ccccc21
3182	MUV_692_D_9	Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O
3194	MUV_692_D_10	O=c1c2ccccc2[se]n1-c1ccccc1
3334	MUV_692_D_11	COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
3446	MUV_692_D_12	NCC1(CC(=O)O)CCCCC1
3616	MUV_692_D_13	CC(=O)NCCCCCCNC(C)=O
3676	MUV_692_D_14	CCN(CC)CC(=O)Nc1c(C)cccc1C
3747	MUV_692_D_15	CC(C)Oc1ccc2c(c1)occ(-c1ccccc1)c2=O
3830	MUV_692_D_16	c1coc(CNc2ncnc3nc[nH]c32)c1
4030	MUV_692_D_17	COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1
4044	MUV_692_D_18	Cc1cccc(Nc2ccccc2C(=O)O)c1C
4173	MUV_692_D_19	Cc1ncc([N+](=O)[O-])n1CCO
4201	MUV_692_D_20	N=c1nc(N2CCCCC2)cc(N)n1O
4488	MUV_692_D_21	O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1
4497	MUV_692_D_22	COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
4622	MUV_692_D_23	CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1
4740	MUV_692_D_24	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
4909	MUV_692_D_25	CCC1(c2ccccc2)C(=O)NCNC1=O
5092	MUV_692_D_26	COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
5320	MUV_692_D_27	CC(=O)NS(=O)(=O)c1ccc(N)cc1
5344	MUV_692_D_28	Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
5379	MUV_692_D_29	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c21
5443	MUV_692_D_30	O=C(O)c1ccccc1S
5503	MUV_692_D_31	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
5578	MUV_692_D_32	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
5735	MUV_692_D_33	CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
5745	MUV_692_D_34	CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
5753	MUV_692_D_35	CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2C(=O)CO
5775	MUV_692_D_36	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
5834	MUV_692_D_37	CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C
5870	MUV_692_D_38	CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O
6081	MUV_692_D_39	Cl.COc1ccc(OC)c(C(O)C(C)N)c1
6088	MUV_692_D_40	CNCCc1c[nH]c2ccccc12
6279	MUV_692_D_41	CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C
6872	MUV_692_D_42	O=C(Nc1ccccc1)c1ccccc1O
7172	MUV_692_D_43	CNCC(O)c1ccc(O)cc1
7550	MUV_692_D_44	[Br-].CN(C)C(=O)Oc1ccc[n+](C)c1
8228	MUV_692_D_45	Cl.CN(C)CCCN1c2ccccc2CCc2ccccc21
8588	MUV_692_D_46	CCn1c2ccccc2c2cc(N)ccc21
8593	MUV_692_D_47	O=C(O)c1cc(-c2ccccc2)nc2ccccc21
8743	MUV_692_D_48	O=C(O)c1cc(=O)cc(C(=O)O)[nH]1
8980	MUV_692_D_49	Cl.CN(C)CCOC(c1ccccc1)c1ccccc1
9013	MUV_692_D_50	CCOc1ccc(NC(N)=O)cc1
10168	MUV_692_D_51	O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O
10648	MUV_692_D_52	Cl.c1ccc2c(c1)CCCC2C1=NCCN1
10752	MUV_692_D_53	O=C(O)c1cc2ccccc2oc1=O
11224	MUV_692_D_54	CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O
11257	MUV_692_D_55	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
11741	MUV_692_D_56	Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1
11972	MUV_692_D_57	CC(=O)Nc1ccccc1O
14562	MUV_692_D_58	Nc1cc(-c2ccccc2)ccc1O
14569	MUV_692_D_59	Cc1cccc(Nc2ccccc2)c1
15629	MUV_692_D_60	CON(C)C(=O)Nc1ccc(Cl)cc1
16623	MUV_692_D_61	CC12CC(O)C3C(CCC4=CC(=O)CCC43C)C1CCC2(O)C(=O)COC(=O)CCC(=O)O
17709	MUV_692_D_62	O=CNc1ccccc1Oc1ccccc1
18283	MUV_692_D_63	Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O
20279	MUV_692_D_64	Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1
21307	MUV_692_D_65	CC1=C(C(=O)Nc2ccccc2)SCCO1
22883	MUV_692_D_66	O=C(O)COc1ccc(Cl)cc1CO
23466	MUV_692_D_67	Cc1ccccc1C(=O)Nc1ccccc1
24944	MUV_692_D_68	CC(=O)OCc1c(COC(C)=O)[n+](=O)c2ccccc2n1[O-]
28576	MUV_692_D_69	O=C1Cc2ccccc2C(c2ccccc2)N1
28777	MUV_692_D_70	O=C1c2ccccc2C(=O)N1SC1CCCCC1
29949	MUV_692_D_71	Nc1cc(Cl)c(N)cc1Cl
32475	MUV_692_D_72	O=C1C2=C(SCCS2)C(=O)N1c1ccccc1
32798	MUV_692_D_73	CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
34312	MUV_692_D_74	NC(=O)N1c2ccccc2CC(=O)c2ccccc21
34611	MUV_692_D_75	CN(C)Cc1c2c(C(=O)c3ccccc3)coc2ccc1O
35370	MUV_692_D_76	Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O
39450	MUV_692_D_77	CCN(CC)Cc1c[nH]c2ccccc12
39854	MUV_692_D_78	O=C(O)c1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
40132	MUV_692_D_79	CC(CC1(O)c2ccccc2N(C)C1=O)=NO
40146	MUV_692_D_80	Cc1cc(C)cc(C(=O)NCc2ccncc2)c1
40230	MUV_692_D_81	COCC(=O)c1[nH]c2ccccc2c1C
40672	MUV_692_D_82	CCOC(=O)C1=C(C)N(C)C(C)=C(C(=O)OCC)C1c1ccncc1
41860	MUV_692_D_83	COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O
43000	MUV_692_D_84	Nc1c(Nc2ccccc2)c2ccccc2oc1=O
43247	MUV_692_D_85	COc1cc(C(=O)NCc2ccco2)cc(OC)c1OC
43541	MUV_692_D_86	CC(=O)N1CCN=C1SCc1ccc(F)cc1
44008	MUV_692_D_87	CCOC(=O)c1c2c(sc1NC(=O)CN1CCOCC1)CCCC2
44827	MUV_692_D_88	COc1ccc2[nH]cc(C(=O)CN3CCCCC3)c2c1
50494	MUV_692_D_89	Nc1c(=O)oc2ccccc2c1NC1CCCCC1
50496	MUV_692_D_90	Nc1c(=O)oc2ccccc2c1N1CCN(c2ccccc2)CC1
51703	MUV_692_D_91	CCN1CC=C(c2c[nH]c3ccccc23)CC1
54308	MUV_692_D_92	CC(C)(C)NCC(=O)c1c[nH]c2ccccc12
