# PUBCHEM_COMPOUND_CID	ID	SMILES
903	MUV_712_D_1	CC(=O)NCCc1c[nH]c2ccc(O)cc12
1222	MUV_712_D_2	CC(N)(C(=O)O)c1ccc(C(=O)O)cc1
1329	MUV_712_D_3	CCCn1c2nc(C3CCCC3)[nH]c2c(=O)n(CCC)c1=O
1340	MUV_712_D_4	O=c1[nH]ccc2c(O)cccc12
1365	MUV_712_D_5	C=CCn1c(=O)c2c(nc(-c3ccc(S(=O)(=O)O)cc3)n2C)n(C)c1=O
1456	MUV_712_D_6	O=c1onc2cnc3ccccc3n21
1645	MUV_712_D_7	NC(=O)c1cccc(N)c1
1738	MUV_712_D_8	COc1cc(CC(=O)O)ccc1O
1742	MUV_712_D_9	NNC(=O)c1ccc(O)cc1
1756	MUV_712_D_10	N#Cc1c(-c2ccccc2)no[n+]1[O-]
1775	MUV_712_D_11	O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
1832	MUV_712_D_12	COc1ccc2[nH]cc(CCN(C)C)c2c1
1922	MUV_712_D_13	Cn1c2nc(-c3ccccc3)[nH]c2c(=O)n(C)c1=O
1967	MUV_712_D_14	CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
2063	MUV_712_D_15	COc1ccc(C=C(C#N)C#N)cc1
2137	MUV_712_D_16	CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21
2244	MUV_712_D_17	CC(=O)Oc1ccccc1C(=O)O
2266	MUV_712_D_18	O=C(O)CCCCCCCC(=O)O
2466	MUV_712_D_19	CCCCOc1ccc(CC(=O)NO)cc1
2471	MUV_712_D_20	CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1
2480	MUV_712_D_21	CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
2821	MUV_712_D_22	[Na+].[Na+].N#Cc1cc2nc([O-])c([O-])nc2cc1[N+](=O)[O-]
2955	MUV_712_D_23	Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
2998	MUV_712_D_24	CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
3182	MUV_712_D_25	Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O
3194	MUV_712_D_26	O=c1c2ccccc2[se]n1-c1ccccc1
3291	MUV_712_D_27	CCC1(C)CC(=O)NC1=O
3334	MUV_712_D_28	COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1
3374	MUV_712_D_29	CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
3423	MUV_712_D_30	COC(=O)c1c(C)[nH]c(C)c1C(=O)c1ccccc1Cc1ccccc1
3616	MUV_712_D_31	CC(=O)NCCCCCCNC(C)=O
3672	MUV_712_D_32	CC(C)Cc1ccc(C(C)C(=O)O)cc1
3758	MUV_712_D_33	CC(C)Cn1c2nc[nH]c2c(=O)n(C)c1=O
3767	MUV_712_D_34	NNC(=O)c1ccncc1
3787	MUV_712_D_35	CC(CCc1ccccc1)C(=O)NO
3883	MUV_712_D_36	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
4021	MUV_712_D_37	CC1=NN(c2ccccc2)C(=O)C1
4107	MUV_712_D_38	COc1ccccc1OCC(O)COC(N)=O
4114	MUV_712_D_39	COc1c2occc2cc2ccc(=O)oc21
4197	MUV_712_D_40	Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1
4342	MUV_712_D_41	CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1
4386	MUV_712_D_42	O=C(O)c1ccccc1Nc1ccccc1
4421	MUV_712_D_43	CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
4463	MUV_712_D_44	Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
4507	MUV_712_D_45	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
4583	MUV_712_D_46	CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c32
4594	MUV_712_D_47	COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
4622	MUV_712_D_48	CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1
4879	MUV_712_D_49	Nc1ncnc2c1cnn2-c1ccccc1
4908	MUV_712_D_50	COc1cc2cccnc2c(NC(C)CCCN)c1
4938	MUV_712_D_51	CCCn1cnc2c1c(=O)n(CCCCC(C)=O)c(=O)n2C
5073	MUV_712_D_52	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc43)CC1)CCCC2
5092	MUV_712_D_53	COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1
5327	MUV_712_D_54	Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
5330	MUV_712_D_55	COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
5335	MUV_712_D_56	Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1
5342	MUV_712_D_57	O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
5355	MUV_712_D_58	CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
5379	MUV_712_D_59	COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c21
5429	MUV_712_D_60	Cn1cnc2c1c(=O)[nH]c(=O)n2C
5503	MUV_712_D_61	Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1
5522	MUV_712_D_62	CCCCNc1c2cnn(CC)c2nc(C)c1C(=O)OCC
5614	MUV_712_D_63	CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O
5707	MUV_712_D_64	Cc1cccc(C)c1NC1=NCCCS1
5712	MUV_712_D_65	OCc1ccc(-c2nn(Cc3ccccc3)c3ccccc32)o1
5748	MUV_712_D_66	[Br-].CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
5768	MUV_712_D_67	C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc21.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc21.O=S(=O)(O)O
5821	MUV_712_D_68	Br.CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2
5909	MUV_712_D_69	Cl.CCC1C(=O)OCC1Cc1cncn1C
5911	MUV_712_D_70	[I-].C[N+]1(C)CCN(c2ccccc2)CC1
5926	MUV_712_D_71	[Cl-].C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1
5983	MUV_712_D_72	CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C
6084	MUV_712_D_73	Cl.COc1ccc(Cc2nccc3cc(OC)c(OC)cc32)cc1OC
6088	MUV_712_D_74	CNCCc1c[nH]c2ccccc12
6169	MUV_712_D_75	Cl.COC(=O)C1C(O)CCC2CN3CCc4c5ccccc5[nH]c4C3CC21
6198	MUV_712_D_76	Cl.COc1ccc2[nH]cc(CCN)c2c1
6314	MUV_712_D_77	Cl.CCN(CC)CC(=O)Nc1c(C)cccc1C
6731	MUV_712_D_78	O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1
6821	MUV_712_D_79	Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1
7172	MUV_712_D_80	CNCC(O)c1ccc(O)cc1
8228	MUV_712_D_81	Cl.CN(C)CCCN1c2ccccc2CCc2ccccc21
8246	MUV_712_D_82	[Br-].CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1
9066	MUV_712_D_83	Cl.CN(C)CCN(Cc1ccccc1)c1ccccn1
9399	MUV_712_D_84	[Br-].[Br-].C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1
10365	MUV_712_D_85	O=C(O)c1ccnc(C(=O)O)c1
11257	MUV_712_D_86	CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
11368	MUV_712_D_87	Cl.CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1
13067	MUV_712_D_88	CCOC(=O)Cc1c[nH]c2ccccc12
15882	MUV_712_D_89	COc1ccccc1OCC(=O)O
16559	MUV_712_D_90	O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2
17709	MUV_712_D_91	O=CNc1ccccc1Oc1ccccc1
19004	MUV_712_D_92	[Br-].C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
20784	MUV_712_D_93	CN1CCC(O)(c2ccccc2)C(C(=O)c2ccccc2)C1
21600	MUV_712_D_94	CCC1(CC)NC(=O)NC1=O
22475	MUV_712_D_95	[Cl-].[Cl-].C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C
22769	MUV_712_D_96	CCOC(=O)c1c(C)[nH]c(C(C)=O)c1C
22783	MUV_712_D_97	O=C(O)COc1ccccc1O
23702	MUV_712_D_98	CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O
24066	MUV_712_D_99	Nc1ccn(C2CCC(CO)O2)c(=O)n1
27477	MUV_712_D_100	[Na+].CCn1cc(C(=O)[O-])c(=O)c2ccc(C)nc21
28576	MUV_712_D_101	O=C1Cc2ccccc2C(c2ccccc2)N1
30928	MUV_712_D_102	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O
31130	MUV_712_D_103	CCN(CC)c1nc(=O)nc(N(CC)CC)[nH]1
34611	MUV_712_D_104	CN(C)Cc1c2c(C(=O)c3ccccc3)coc2ccc1O
34617	MUV_712_D_105	COc1ccc(C(=O)c2coc3ccc(O)c(CN(C)C)c23)cc1
36431	MUV_712_D_106	Cl.O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
39147	MUV_712_D_107	CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2
39912	MUV_712_D_108	CC(C)Cc1ccc(C(C)C(=O)O)cc1
40146	MUV_712_D_109	Cc1cc(C)cc(C(=O)NCc2ccncc2)c1
40672	MUV_712_D_110	CCOC(=O)C1=C(C)N(C)C(C)=C(C(=O)OCC)C1c1ccncc1
41114	MUV_712_D_111	Cl.COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
41860	MUV_712_D_112	COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O
42999	MUV_712_D_113	Nc1c(=O)oc2ccccc2c1NCc1ccccc1
