# PUBCHEM_COMPOUND_CID	ID	SMILES
1329	MUV_466_D_1	CCCn1c2nc(C3CCCC3)[nH]c2c(=O)n(CCC)c1=O
1688	MUV_466_D_2	CN1c2ccc(Cl)cc2C(c2ccc(Cl)cc2)=NCC1=O
2247	MUV_466_D_3	COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
2284	MUV_466_D_4	NCC(CC(=O)O)c1ccc(Cl)cc1
2315	MUV_466_D_5	NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
2391	MUV_466_D_6	CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1
2435	MUV_466_D_7	Brc1c(NC2=NCCN2)ccc2nccnc21
2466	MUV_466_D_8	CCCCOc1ccc(CC(=O)NO)cc1
2554	MUV_466_D_9	NC(=O)N1c2ccccc2C=Cc2ccccc21
2720	MUV_466_D_10	NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O
2754	MUV_466_D_11	O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
2794	MUV_466_D_12	CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
2818	MUV_466_D_13	CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1
3012	MUV_466_D_14	Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccccc2)c2ccc(F)cc2)CC1
3488	MUV_466_D_15	COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
3559	MUV_466_D_16	O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
3702	MUV_466_D_17	CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1
3883	MUV_466_D_18	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
4173	MUV_466_D_19	Cc1ncc([N+](=O)[O-])n1CCO
4235	MUV_466_D_20	O=C(NCCN1CCOCC1)c1ccc(Cl)cc1
4615	MUV_466_D_21	O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1
4740	MUV_466_D_22	CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
4748	MUV_466_D_23	OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
4781	MUV_466_D_24	CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
