,0,1
0,-3.4944718,-4.659052
1,-40.285103,-1.1726595
2,-3.125256,-27.680431
3,-31.49134,9.572385
4,18.582245,11.960722
5,29.53357,22.299536
6,-3.6950076,-5.2289104
7,-34.145737,-4.7036147
8,-5.118051,-40.94461
9,-5.5564084,-39.72888
10,-44.790478,-26.591045
11,-5.5470223,-40.45922
12,-38.965492,-11.159223
13,-29.120813,-19.444183
14,-9.511294,-41.02081
15,-18.219315,-2.5212271
16,7.3258295,-9.643033
17,-19.238781,27.26477
18,-10.537471,-37.76588
19,-31.645035,-5.6991463
20,19.171328,12.249072
21,-34.262222,-17.492043
22,-5.556453,-39.729088
23,-24.910265,-20.524904
24,8.712057,-17.842949
25,-22.941801,-3.8582814
26,22.171827,15.032286
27,-8.790522,-40.24586
28,-11.48409,-40.21902
29,17.748812,11.255567
30,-10.808176,-39.874043
31,49.597607,-5.7874093
32,-28.071077,-18.38277
33,-30.11969,-17.321909
34,19.89946,17.551968
35,-2.2723408,-6.068152
36,-10.189852,-38.757168
37,-46.378494,-30.826681
38,-22.072498,-11.810789
39,-30.43186,-8.834603
40,-16.616636,-4.302477
41,-16.336647,-41.907696
42,-21.662624,26.394474
43,-40.14883,22.593933
44,19.511633,17.366573
45,26.812782,22.33787
46,-27.0765,-33.39727
47,-10.329139,-26.691862
48,-9.738162,-41.76772
49,19.836353,17.516264
50,26.851154,22.488325
51,19.862398,2.0981083
52,-43.319984,-5.8160853
53,-13.911194,-14.3466215
54,-33.974556,10.983073
55,-3.84129,-26.299828
56,-17.682793,-40.043957
57,-14.673723,-13.939311
58,-38.5892,23.57243
59,-10.537454,-37.765884
60,-3.40449,-26.611984
61,-8.787889,-24.847734
62,18.294046,11.020577
63,-38.165817,-16.974379
64,-3.6368876,-16.025166
65,-32.668877,24.801033
66,-2.9683635,-14.394876
67,-3.9503999,-26.318987
68,-36.05423,-7.5125756
69,-40.47009,21.682018
70,-8.366598,-24.852486
71,-5.1181254,-40.945133
72,9.859236,-19.415817
73,-27.047989,-32.732883
74,-6.7134233,8.527935
75,-22.893524,26.96198
76,-11.684066,-1.2574418
77,-36.98971,-20.801516
78,-34.336994,-13.824477
79,-26.685337,11.243672
80,14.544426,5.7921104
81,-33.21012,23.525055
82,-21.043137,7.248131
83,-16.50417,5.947938
84,-16.263784,-17.893494
85,6.6031265,-12.750082
86,0.96381176,-18.495716
87,-36.38534,-9.049659
88,-25.670252,-33.83031
89,-19.609783,4.1337395
90,-21.404213,-26.846983
91,-16.447603,8.953931
92,-9.5613165,-10.873683
93,-18.834332,-14.073193
94,-14.806313,-14.787627
95,2.4554527,-15.392683
96,-12.841438,-4.637545
97,-19.72176,3.9909666
98,-8.408566,-14.400653
99,-10.49048,-14.928456
100,7.4077783,-11.626871
101,-13.013679,3.5678618
102,-22.01132,-26.592594
103,-17.03433,-18.01685
104,-19.82996,3.818224
105,-12.8504505,4.309802
106,-8.839356,-14.504605
107,-8.236584,-8.916515
108,-8.396122,-12.550461
109,-9.992517,-16.681526
110,-12.338056,6.9448195
111,-10.14506,-16.211113
112,0.67440873,-15.217033
113,-14.441496,-20.094975
114,-7.8171325,-12.430172
115,-8.136634,-12.452845
116,-9.136137,-12.171066
117,-8.005878,-17.013664
118,-11.771581,4.840474
119,22.10838,14.269507
120,18.295568,12.462355
121,21.022457,13.511617
122,21.004393,13.5121765
123,-6.5804706,1.4989601
124,-26.31387,-8.345848
125,-6.446402,1.6646515
126,-6.6495657,1.5360816
127,-24.588192,-7.977608
128,-6.831566,1.3720053
129,14.011137,-29.707426
130,-26.921316,-12.539217
131,18.395088,3.5903103
132,-43.264435,-5.5138164
133,-26.93408,-12.542985
134,-25.058516,-15.512674
135,-24.485512,-7.9439673
136,-6.101515,2.056323
137,-14.673724,-13.939311
138,16.814651,-8.947188
139,-17.420748,-7.2523227
140,-3.692497,-8.050907
141,-3.747825,-7.9829407
142,-14.4656515,-20.06984
143,10.877163,-15.897291
144,10.782039,-16.060083
145,-5.255516,-15.940335
146,-6.004474,-16.1201
147,-7.0387106,-16.497234
148,-6.6450047,-16.343863
149,-0.01949991,-0.6681965
150,-39.42845,-1.0090909
151,-3.2722087,-4.641412
152,-40.666615,-0.5917432
153,-9.995978,-44.310192
154,-48.7875,-27.513948
155,-41.608887,-4.705099
156,-29.704166,-9.475141
157,-1.962158,-25.473066
158,-40.153625,-1.4927372
159,-32.69641,-20.999252
160,-29.289854,-25.014706
161,-38.813988,-22.586607
162,-43.77108,-28.199354
163,-44.334896,-28.444916
164,-44.265102,-29.212357
165,-44.674286,-28.317663
166,-45.576992,-23.405594
167,-44.272736,-23.143978
168,-3.044341,-3.7587605
169,-30.723972,-24.581314
170,-31.55118,-24.300817
171,-29.298132,-22.90128
172,-21.082596,-4.740131
173,0.49788752,0.27356645
174,-44.663563,-26.86656
175,-14.383853,-40.584423
176,-40.0277,-1.7384454
177,-46.46974,-25.313984
178,-9.772145,-43.928677
179,-46.14086,-17.844053
180,-14.360415,-41.11543
181,0.07043702,-0.60049295
182,-32.020573,-7.4196997
183,-17.647997,-38.91106
184,-39.84759,-2.3685026
185,-3.8995302,-5.2607045
186,0.5722073,-0.19614418
187,-31.514437,-23.611996
188,-31.45918,9.560807
189,-11.043677,-43.110687
190,-17.213806,-5.111821
191,-20.860441,-3.7116818
192,-8.402079,-42.426773
193,-45.01172,-12.991303
194,-32.408802,-10.355104
195,-33.842373,-19.34151
196,-43.15952,-20.897596
197,-40.210682,-21.52065
198,-40.763485,-21.322445
199,-42.71987,-28.246017
200,-43.522438,-29.742573
201,-46.037094,-28.843214
202,-44.639294,-28.711378
203,-44.947014,-29.455654
204,-43.371017,-28.718874
205,-44.47663,-20.592167
206,-46.392735,-28.398186
207,-47.730766,-26.957672
208,-46.5552,-25.295633
209,-1.5268613,-1.9319404
