,0,1
0,34.837738,-20.293447
1,21.272572,34.916607
2,26.826077,32.482285
3,-42.371098,5.5064225
4,34.37377,-25.448734
5,-10.294197,19.221727
6,-14.535006,-30.510975
7,48.60596,-3.3538508
8,-39.1028,21.429615
9,-11.553819,-2.7273676
10,-32.465973,-39.017967
11,18.012453,41.982277
12,29.005543,-17.286926
13,5.860133,60.47261
14,-15.930197,-27.099215
15,41.094173,-12.582375
16,-35.217587,20.458862
17,-18.4071,-45.020306
18,-29.782581,4.6819844
19,-15.6176195,53.538403
20,-1.1479392,-19.794733
21,-33.589863,0.15425196
22,-34.764927,-2.1109931
23,26.295773,41.93259
24,-23.40452,10.025585
25,33.717896,-30.893042
26,25.910355,33.25278
27,-39.028362,2.7258172
28,55.95008,-0.72995603
29,18.653446,24.706163
30,26.34812,41.887657
31,-15.488312,46.517254
32,-35.8085,4.813981
33,-22.123156,13.350572
34,45.671803,-4.6166506
35,-45.996403,0.58985555
36,7.8026953,59.913364
37,30.86946,-32.878864
38,-23.043343,-28.984472
39,-32.140793,0.30955487
40,48.303314,-2.2663803
41,2.7437756,-38.733364
42,-33.588436,-11.030965
43,35.02205,-30.62611
44,0.44379687,-37.484295
45,16.297087,32.400913
46,22.925325,-3.7912219
47,-34.76474,-2.1109188
48,57.309414,-2.6188247
49,-11.26047,-15.563424
50,-0.5035859,-39.026974
51,-18.73664,-43.670074
52,-12.0579815,56.235394
53,-33.008286,10.128825
54,-9.206195,17.931868
55,13.277665,40.643047
56,22.85771,23.887114
57,56.19612,1.7614955
58,24.669369,-12.734706
59,-21.096493,10.743555
60,8.064785,-23.250181
61,-16.41135,50.717403
62,1.1649997,-37.00041
63,17.333097,5.1055236
64,27.129745,-15.753076
65,-10.168916,-14.908313
66,-46.818226,3.6229193
67,-36.81899,-22.233658
68,21.270788,34.91578
69,-1.5059632,-20.479359
70,-38.548462,-26.149342
71,21.878946,-4.5560303
72,53.25553,-7.1894426
73,-17.910465,53.967087
74,-22.12319,13.350552
75,-21.096466,10.74353
76,31.318811,2.1136694
77,17.342312,-10.984277
78,-10.405675,-0.93883586
79,17.405539,50.578903
80,58.57781,1.1596963
81,-45.54236,6.1585135
82,37.890793,-9.435206
83,-39.680355,21.680399
84,-12.813191,18.216696
85,28.544392,0.82126
86,16.886904,42.32624
87,54.328438,-3.1300235
88,-14.784139,48.960022
89,-18.104507,-43.401215
90,-31.846657,0.83331376
91,-13.879433,-48.181396
92,35.146923,-26.547318
93,17.196802,25.469255
94,-35.34053,20.454033
95,40.20386,-35.650173
96,45.506065,-4.1792603
97,-11.456265,4.9905186
98,57.557392,-8.383071
99,-20.734774,47.588455
100,-33.73178,-25.890087
101,-15.919281,50.855328
102,-55.575493,-1.9199172
103,-32.838478,-39.714462
104,-11.291707,17.563572
105,17.092152,-13.358182
106,31.769617,-18.97061
107,-50.42849,-0.44291028
108,32.807705,-31.656445
109,-13.9254,52.68868
110,-26.473288,-9.815749
111,15.579095,48.36923
112,-5.1758533,-17.048784
113,1.0300951,-37.241177
114,31.455166,0.47966707
115,31.875599,-0.18961245
116,-14.424143,-32.842762
117,-25.477613,-37.151756
118,14.089987,38.24369
119,30.91013,3.1016808
120,-42.03056,0.27765715
121,30.004076,-17.50004
122,-33.621544,8.855027
123,25.388687,-2.8194985
124,26.44035,31.32321
125,30.867727,4.405541
126,4.2343206,-39.028038
127,-32.879288,-9.564486
128,-11.834726,52.62101
129,-35.57325,-26.891066
130,25.462826,42.372128
131,-21.971348,14.00887
132,-49.338272,-0.19045395
133,39.538998,-36.007072
134,-10.9570875,-14.539501
135,19.245722,39.20606
136,-10.594124,-4.3426623
137,22.199715,26.23529
138,28.985268,29.750917
139,-20.850784,48.385906
140,-40.274788,22.513577
141,-10.827071,17.168612
142,-41.86046,4.179066
143,-37.687714,23.667538
144,-45.858913,5.756042
145,16.435247,-9.20978
146,-18.368555,52.3512
147,14.100753,-11.617529
148,36.640938,-29.40356
149,33.152134,4.859718
150,4.334628,-38.923237
151,21.405413,32.45458
152,-4.9217386,-3.7943096
153,-31.901752,5.961414
154,-3.387466,-3.7404807
155,-42.076588,4.5067515
156,23.02429,-7.620881
157,25.733614,-15.907047
158,-42.318867,5.43245
159,22.057663,24.20272
160,-21.724495,11.105608
161,-11.212549,-14.421697
162,-1.4687029,-10.231459
163,29.923882,-24.939095
164,-27.003254,-8.841539
165,23.41512,24.99266
166,2.3695502,-38.920456
167,28.2318,43.20124
168,58.42528,-3.53741
169,30.366001,36.64694
170,34.215397,-32.56123
171,-41.136463,5.930965
172,34.53753,-25.504793
173,22.199575,26.235868
174,56.853844,-8.522752
175,28.639713,42.626728
176,-14.977353,54.40955
177,-18.441761,-46.036926
178,-52.760292,-0.8236973
179,-40.34581,9.559358
180,-8.964668,-30.563166
181,36.67078,-21.105877
182,29.026537,-18.254444
183,-37.255634,23.525354
184,38.89415,-23.383463
185,-30.451988,-29.595373
186,-7.488327,-18.275705
187,-11.776349,13.149302
188,-22.699425,11.293364
189,15.643853,23.581202
190,-42.83756,0.13670567
191,32.780285,-30.241903
192,-18.539207,-44.035194
193,21.936577,27.344215
194,26.14401,-2.206314
195,-44.338158,3.8218393
196,0.4977552,-41.033817
197,15.962919,-13.0535555
198,-8.56279,-29.00769
199,-29.37142,-37.451958
200,-3.494679,-2.9832506
201,36.63531,-8.805279
202,-29.76724,-28.100302
203,16.235743,-13.695925
204,-8.140208,-30.779222
205,11.8914795,46.97743
206,28.11587,-11.510015
207,39.60346,-35.67447
208,-12.4448395,56.447453
209,-32.126434,-40.56912
210,-19.74233,-19.928705
211,12.219073,26.088928
212,-35.108486,20.375795
213,-5.6762333,-3.0000644
214,0.7214286,-34.68931
215,-16.769184,50.542
216,-35.57356,-26.89071
217,54.994125,-1.8668904
218,-35.344536,-25.120539
219,-47.66121,0.60074824
220,29.831863,2.9694555
221,22.202116,-6.6846128
222,-31.51621,-24.050613
223,-36.614056,10.81584
224,18.510143,26.628468
225,-21.512142,46.47644
226,47.165977,-1.8445685
227,-11.046967,-15.919377
228,-31.368572,-37.19352
229,-17.35039,-28.944721
230,56.31378,-7.901435
231,58.638916,-6.975262
232,24.044245,-2.0750036
233,18.73106,31.238522
234,-42.81062,3.881478
235,-13.171516,-46.445606
236,30.794352,2.8460183
237,58.30294,-3.3897746
238,-7.773701,-24.576302
239,-30.470364,3.651592
240,-42.29378,-1.2791562
241,-46.2307,-1.1021105
242,46.410873,-7.3328676
243,-16.11947,-27.352045
244,-20.25859,48.57809
245,55.308067,-1.240867
246,-41.28146,20.36902
247,21.243866,34.09724
248,-32.687138,-37.489574
249,39.813293,-25.054535
250,-34.5646,19.180172
251,-30.296143,-32.84792
252,-11.515612,-28.130512
253,-31.46932,-1.9215128
254,54.33051,-7.1453924
255,-9.670875,-2.4643223
256,-53.078278,-3.279016
